customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Customer Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1093,Clarita,Penright,Female,63,1996-09-13,24,Business Systems Development Analyst,n/a,Affluent Customer,N,No,5 
1094,Shaughn,Salters,Male,48,1975-12-27,45,Dental Hygienist,Health,High Net Worth,N,No,19 
1095,Emelda,Gerler,Female,2,1958-08-29,62,Project Manager,Health,Mass Customer,N,No,6 
1096,Jakie,Mungham,Male,33,1969-11-29,51,Software Test Engineer I,Health,High Net Worth,N,No,14 
1097,Gwenora,Grabbam,Female,71,1968-01-31,52,Engineer II,Financial Services,Mass Customer,N,Yes,18 
1098,Maure,Crow,Female,99,1989-02-01,31,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12 
1099,Jarrett,Maffia,Male,12,1975-01-13,45,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11 
1100,Cord,Braundt,Male,59,1983-01-02,37,Engineer I,Manufacturing,Mass Customer,N,No,15 
1101,Haily,McWilliams,Female,76,1968-12-22,52,Senior Editor,n/a,Mass Customer,N,No,15 
1102,Stephana,Puzey,Female,16,1976-08-17,44,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15 
1103,Glynnis,Sailor,Female,76,1978-01-30,42,Financial Advisor,Financial Services,High Net Worth,N,Yes,20 
1104,Jewelle,Pincott,Female,82,1959-12-31,60,Programmer III,Retail,Mass Customer,N,No,8 
1105,Sherman,McCusker,Male,39,1990-02-10,30,General Manager,n/a,Mass Customer,N,No,18 
1106,Sibyl,Bigmore,Female,2,1962-12-17,58,Software Consultant,Retail,Mass Customer,N,No,15 
1107,Maridel,Whitby,Female,70,1974-07-17,46,Social Worker,Health,High Net Worth,N,No,18 
1108,Ginnie,Farriar,Female,86,1962-03-06,58,Dental Hygienist,Health,Mass Customer,N,No,17 
1109,Nestor,Billingsley,Male,21,1989-09-01,31,Web Developer II,Entertainment,High Net Worth,N,No,6 
1110,Lazar,Cherryman,Male,73,1991-03-17,29,Information Systems Manager,Retail,High Net Worth,N,No,12 
1111,Zach,Maynard,Male,96,1960-03-04,60,Director of Sales,n/a,High Net Worth,N,Yes,18 
1113,Dorie,Willock,Male,45,1992-06-24,28,Recruiter,Property,Mass Customer,N,No,6 
1114,Evonne,Southan,Female,96,1976-06-03,44,Structural Engineer,Retail,Mass Customer,N,No,14 
1115,Merola,Stutard,Female,33,1970-01-18,50,Account Coordinator,n/a,High Net Worth,N,Yes,17 
1116,Tori,Coche,Female,59,1974-06-26,46,Assistant Manager,Health,Mass Customer,N,Yes,16 
1117,Georgena,Guilaem,Female,83,1975-12-01,45,Quality Engineer,n/a,Affluent Customer,N,No,14 
1118,Colline,Coulman,Female,95,1975-12-19,45,Sales Representative,Retail,Mass Customer,N,Yes,9 
1120,Jacquelyn,Rowlinson,Female,87,1980-08-31,40,Web Developer IV,Retail,Affluent Customer,N,No,12 
1121,Dione,Raithby,Female,30,1984-01-21,36,Registered Nurse,Health,Mass Customer,N,Yes,3 
1124,Eben,Threader,Male,36,1965-02-03,55,Health Coach III,Health,Affluent Customer,N,Yes,9 
1125,Raff,Everley,Male,25,1990-01-19,30,Software Test Engineer III,IT,Affluent Customer,N,No,9 
1126,Atlante,Sonley,Female,77,1973-09-27,47,Executive Secretary,n/a,Mass Customer,N,No,14 
1127,Elly,Ormshaw,Female,30,1991-02-27,29,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8 
1128,Kirsten,Longman,Female,47,1992-04-12,28,Financial Advisor,Financial Services,Mass Customer,N,Yes,8 
1130,Juli,Prine,Female,90,1964-12-06,56,Sales Associate,n/a,Mass Customer,N,No,16 
1131,Sigmund,Barkworth,Male,16,1956-08-07,64,VP Marketing,n/a,Mass Customer,N,No,15 
1132,Coriss,Darkott,Female,99,1985-08-01,35,Actuary,Financial Services,Affluent Customer,N,Yes,9 
1134,Sullivan,Scullion,Male,22,1994-09-30,26,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3 
1135,Mireielle,Avrasin,Female,60,1980-05-03,40,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11 
1136,Ivan,Blackhall,Male,72,1977-08-31,43,Executive Secretary,Property,High Net Worth,N,No,7 
1137,Jermayne,Hryniewicki,Male,46,1977-07-03,43,Business Systems Development Analyst,n/a,Mass Customer,N,No,18 
1138,Elli,Loxdale,Female,77,1991-09-21,29,Statistician I,Retail,Mass Customer,N,Yes,5 
1139,Shellysheldon,Wickey,Male,52,1982-09-15,38,Editor,Manufacturing,Mass Customer,N,Yes,16 
1140,Deana,Rathbourne,Female,32,1986-02-25,34,Executive Secretary,n/a,Mass Customer,N,Yes,13 
1142,Michal,Paiton,Male,95,1998-05-07,22,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2 
1143,Goraud,Boissieux,Male,64,1955-03-06,65,Office Assistant IV,Health,Mass Customer,N,Yes,6 
1144,Damon,Phelip,Male,73,1996-12-12,24,Environmental Specialist,Health,High Net Worth,N,Yes,5 
1146,Hadleigh,Birley,Male,88,1992-08-31,28,Assistant Professor,Financial Services,High Net Worth,N,No,8 
1147,Tate,Studholme,Male,71,1968-07-09,52,Health Coach II,Entertainment,High Net Worth,N,Yes,9 
1148,Inigo,Ojeda,Male,60,1987-09-28,33,Statistician IV,Financial Services,High Net Worth,N,No,5 
1149,Ki,Odo,Female,29,1967-09-30,53,Developer III,n/a,Affluent Customer,N,Yes,14 
1150,Bernelle,Warwick,Female,64,1975-09-26,45,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13 
1151,Brena,Amburgy,Female,27,1965-04-06,55,VP Product Management,Argiculture,High Net Worth,N,Yes,19 
1152,Humfrid,Ducket,Male,47,1998-06-23,22,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3 
1153,Mirilla,Lothlorien,Female,53,1995-01-17,25,Desktop Support Technician,Health,Mass Customer,N,Yes,3 
1154,Chase,Youd,Male,26,1974-11-24,46,Research Nurse,Health,Mass Customer,N,Yes,20 
1155,Janetta,Hartrick,Female,73,1994-01-15,26,VP Marketing,Property,Mass Customer,N,Yes,9 
1156,Breena,Risebrow,Female,22,1997-10-16,23,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1 
1157,Saunder,Camerati,Male,69,1974-04-03,46,Research Nurse,Health,Affluent Customer,N,Yes,17 
1158,Butch,Geertje,Male,85,1985-02-17,35,Senior Quality Engineer,n/a,Mass Customer,N,Yes,19 
1159,Elbert,Bridgement,Male,94,1993-01-28,27,Librarian,Entertainment,Mass Customer,N,No,1 
1160,Trisha,Nisuis,Female,98,1965-04-08,55,Speech Pathologist,IT,Affluent Customer,N,No,10 
1161,Sibylle,Cutsforth,Female,86,1977-01-14,43,Senior Quality Engineer,Retail,Mass Customer,N,No,15 
1162,Ambrose,Raiston,Male,29,1990-04-13,30,Marketing Assistant,n/a,Mass Customer,N,Yes,7 
1163,Manolo,Dwire,Male,77,1981-11-13,39,Cost Accountant,Financial Services,High Net Worth,N,Yes,8 
1164,Gilligan,Mowat,Female,97,1977-01-09,43,Food Chemist,Health,Mass Customer,N,Yes,17 
1165,Fanni,Wakelin,Female,58,1993-06-23,27,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2 
1166,Fannie,Devil,Female,40,1972-12-05,48,Quality Control Specialist,Health,Affluent Customer,N,No,8 
1167,Elberta,Crickett,Female,20,1996-06-03,24,Software Test Engineer III,Health,Mass Customer,N,No,4 
1168,Iosep,Shaddick,Male,44,1965-02-16,55,Pharmacist,Health,Affluent Customer,N,No,18 
1169,Kessiah,Corden,Female,33,1967-08-09,53,Actuary,Financial Services,Mass Customer,N,Yes,13 
1170,Lari,Rotte,Female,62,1964-11-30,56,Assistant Professor,IT,Mass Customer,N,Yes,4 
1171,Ilise,Solloway,Female,32,1971-08-15,49,Human Resources Manager,n/a,Affluent Customer,N,Yes,8 
1172,Smith,Babbs,Male,48,1974-04-12,46,Recruiter,n/a,Mass Customer,N,Yes,17 
1173,Gertie,Chaim,Female,58,1978-03-02,42,Statistician IV,Retail,High Net Worth,N,No,16 
1175,Paige,Hodgin,Male,8,1985-09-22,35,Human Resources Manager,n/a,Mass Customer,N,No,8 
1176,Celia,Dockerty,Female,7,1976-01-16,44,Software Engineer IV,n/a,Affluent Customer,N,Yes,7 
1177,Bobbette,Pozzi,Female,47,1953-08-31,67,Food Chemist,Health,Affluent Customer,N,Yes,6 
1178,Angelo,Byne,Male,1,1970-05-26,50,Pharmacist,Health,Mass Customer,N,No,13 
1179,Kerry,Pashenkov,Male,56,1988-08-15,32,Media Manager IV,Financial Services,High Net Worth,N,Yes,13 
1180,Gaye,Quickenden,Female,48,1975-08-17,45,Account Representative I,Financial Services,Affluent Customer,N,No,10 
1181,Brita,Plant,Female,2,1978-06-06,42,Tax Accountant,Argiculture,Mass Customer,N,No,8 
1182,Carolann,Ottiwill,Female,84,1975-01-11,45,Data Coordiator,IT,Mass Customer,N,Yes,7 
1183,Joe,Shalliker,Male,50,1958-11-14,62,Media Manager II,n/a,Affluent Customer,N,No,6 
1184,Auberta,Teodori,Female,89,1968-10-07,52,Social Worker,Health,Mass Customer,N,No,13 
1185,Xena,Rossbrooke,Female,17,2000-07-23,20,VP Product Management,n/a,Mass Customer,N,Yes,2 
1186,Brantley,Cecchi,Male,70,1977-05-28,43,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,20 
1188,Sally,Cominoli,Female,14,1984-02-23,36,Statistician IV,n/a,Affluent Customer,N,Yes,4 
1189,Mart,Bazoche,Male,22,1988-08-29,32,Geologist I,Health,High Net Worth,N,Yes,8 
1190,Sib,Gilby,Female,67,1968-09-07,52,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10 
1191,Merrielle,Vegas,Female,20,1996-05-22,24,Director of Sales,n/a,Mass Customer,N,Yes,1 
1192,Hollyanne,McCarter,Female,31,1969-12-12,51,VP Quality Control,Manufacturing,Mass Customer,N,No,16 
1193,Quintus,Whear,Male,58,1986-01-21,34,Safety Technician I,Retail,High Net Worth,N,No,5 
1194,Audry,Scurrey,Female,69,1992-03-25,28,Junior Executive,Telecommunications,Affluent Customer,N,No,3 
1195,Ally,Folliott,Female,0,1978-03-22,42,VP Marketing,Telecommunications,Mass Customer,N,No,18 
1196,Phillie,Bradforth,Female,23,1998-03-19,22,Research Nurse,Health,Mass Customer,N,No,2 
1197,Isobel,Lampett,Female,44,1997-10-16,23,Professor,Financial Services,High Net Worth,N,Yes,5 
1198,Alina,Rickson,Female,73,1973-09-30,47,Sales Representative,Retail,High Net Worth,N,No,7 
1199,Ludovico,Bertot,Male,7,1958-06-14,62,VP Accounting,Financial Services,Affluent Customer,N,Yes,5 
1200,Hedda,Lathom,Female,38,1974-04-30,46,Librarian,Entertainment,High Net Worth,N,No,18 
1203,Claresta,Carnier,Female,38,1988-05-06,32,Technical Writer,Health,Affluent Customer,N,No,22 
1204,Trudy,Huffy,Female,12,1971-03-24,49,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16 
1205,Barton,Baudts,Male,38,1978-06-05,42,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13 
1206,Lucina,Metcalf,Female,13,1978-05-07,42,Paralegal,Financial Services,Mass Customer,N,No,13 
1207,Mabel,Marousek,Female,30,1997-09-25,23,Engineer IV,Health,Mass Customer,N,No,1 
1208,Lira,Durn,Female,23,1983-12-26,37,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15 
1209,Jacky,Jerosch,Male,40,1977-09-06,43,Senior Developer,Property,High Net Worth,N,Yes,11 
1211,Gunar,Petasch,Male,45,1978-07-23,42,VP Sales,Financial Services,Affluent Customer,N,Yes,14 
1212,Cindy,Freeborn,Female,28,1968-10-24,52,Legal Assistant,Property,Affluent Customer,N,No,13 
1213,Matthieu,Schruur,Male,80,1973-10-21,47,Accounting Assistant II,n/a,High Net Worth,N,No,15 
1214,Martino,Shalcros,Male,0,1989-05-01,31,Internal Auditor,Property,High Net Worth,N,No,15 
1215,Dyann,Turbard,Female,79,1967-02-26,53,VP Quality Control,Manufacturing,Mass Customer,N,No,11 
1216,Frank,Vallerine,Female,15,1959-06-25,61,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10 
1217,Dulcinea,Janssen,Female,67,1968-08-19,52,Structural Engineer,Manufacturing,High Net Worth,N,No,16 
1220,Paulie,Akerman,Male,12,1987-06-08,33,Editor,n/a,High Net Worth,N,No,14 
1221,Byrom,Draisey,Male,75,1995-09-25,25,VP Product Management,Health,High Net Worth,N,Yes,14 
1222,Barbey,Ville,Female,83,1970-11-01,50,Account Executive,Property,Mass Customer,N,No,19 
1224,Aundrea,Reisenberg,Female,9,1977-04-04,43,Junior Executive,Manufacturing,Mass Customer,N,No,16 
1225,Arte,Witchell,Male,5,1988-01-22,32,Clinical Specialist,Health,Mass Customer,N,Yes,10 
1226,Constantia,Sirr,Female,32,1981-03-16,39,Director of Sales,Health,Mass Customer,N,Yes,13 
1227,Carlina,Pencot,Female,63,1989-09-30,31,Software Engineer I,IT,Affluent Customer,N,Yes,12 
1228,Marti,Bisterfeld,Female,43,1962-04-27,58,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6 
1229,Sebastian,Trass,Male,38,2000-01-08,20,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1 
1231,Aloisia,Shawel,Female,94,1973-07-28,47,Social Worker,Health,Affluent Customer,N,No,18 
1232,Stillmann,Wilfling,Male,83,1959-09-12,61,Help Desk Operator,Property,Affluent Customer,N,No,20 
1234,Rancell,Yven,Male,87,1965-04-19,55,Geologist I,n/a,Mass Customer,N,No,17 
1235,Sharon,Cranage,Female,24,1969-02-28,51,Dental Hygienist,Health,Mass Customer,N,No,9 
1236,Bryanty,Megarrell,Male,75,1974-05-21,46,Web Designer IV,Financial Services,High Net Worth,N,Yes,18 
1237,Junia,Humerstone,Female,6,1969-12-31,50,Research Nurse,Health,High Net Worth,N,No,16 
1238,Steward,Beedham,Male,24,1978-06-01,42,Graphic Designer,n/a,Affluent Customer,N,Yes,6 
1240,Pen,Earey,Female,64,1965-05-13,55,Sales Associate,Manufacturing,Mass Customer,N,Yes,19 
1241,Lolly,Junkison,Female,23,1986-03-22,34,Pharmacist,Health,Affluent Customer,N,Yes,11 
1242,Bartholomeo,Meeke,Male,36,1973-02-04,47,Human Resources Assistant III,Property,High Net Worth,N,Yes,18 
1243,Robbert,Blakey,Male,73,1953-08-09,67,Research Assistant II,Retail,Mass Customer,N,No,8 
1245,Erin,Shawell,Male,34,1994-05-31,26,Product Engineer,Manufacturing,Affluent Customer,N,No,1 
1247,Hildagarde,Eyrl,Female,15,1960-10-05,60,Geologist I,Entertainment,Affluent Customer,N,No,11 
1248,Genia,Bartel,Female,31,1963-12-18,57,General Manager,n/a,Affluent Customer,N,Yes,7 
1250,Jacklyn,Kewley,Female,42,2001-11-02,19,Help Desk Technician,Manufacturing,Mass Customer,N,No,1 
1251,Codie,Arnecke,Male,63,1997-10-01,23,Desktop Support Technician,Property,Mass Customer,N,No,2 
1252,Les,Ellwood,Male,46,1965-01-16,55,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14 
1254,Quillan,McDuffie,Male,60,1958-12-18,62,Graphic Designer,Retail,Mass Customer,N,Yes,5 
1256,Granny,Lukes,Male,8,1986-05-11,34,Food Chemist,Health,High Net Worth,N,No,9 
1257,Prentiss,MacVicar,Male,40,1972-06-19,48,Assistant Professor,Property,Affluent Customer,N,Yes,9 
1258,Nefen,Ferriere,Male,89,1978-04-21,42,Geological Engineer,Manufacturing,Mass Customer,N,No,6 
1259,Emmi,Dymock,Female,23,1973-11-24,47,Assistant Professor,Financial Services,Mass Customer,N,No,9 
1260,Fremont,Spawton,Male,92,1989-10-01,31,Tax Accountant,Property,Mass Customer,N,No,9 
1261,Candice,Lohde,Female,61,1971-02-16,49,Legal Assistant,Manufacturing,Mass Customer,N,No,4 
1262,Aindrea,MacConchie,Female,90,1967-12-07,53,Technical Writer,n/a,High Net Worth,N,Yes,19 
1263,Elliot,Posselow,Male,41,1973-06-16,47,Nurse,Manufacturing,Affluent Customer,N,No,8 
1265,Kipper,Monck,Male,72,1987-07-22,33,Biostatistician I,Property,Mass Customer,N,Yes,2 
1267,Leopold,Dainton,Male,39,1979-06-03,41,Safety Technician IV,Entertainment,Affluent Customer,N,Yes,19 
1269,Ravid,Kilgallon,Male,56,1990-08-25,30,Account Coordinator,Property,High Net Worth,N,Yes,7 
1270,Cullen,Langshaw,Male,72,1983-02-27,37,Paralegal,Financial Services,Affluent Customer,N,No,10 
1271,Jo-anne,Pringer,Female,71,1994-07-11,26,Accounting Assistant II,Telecommunications,Mass Customer,N,Yes,6 
1273,Hieronymus,Whinray,Male,48,1974-07-31,46,General Manager,Financial Services,Affluent Customer,N,Yes,14 
1274,Emmerich,Tinkler,Male,12,1977-11-16,43,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20 
1275,Francisca,Whittek,Female,70,1966-01-10,54,General Manager,Health,Mass Customer,N,Yes,8 
1276,Farrel,Waiting,Male,24,1964-06-07,56,Dental Hygienist,Health,Affluent Customer,N,No,4 
1277,Elias,Gerrie,Male,26,1972-12-26,48,Help Desk Technician,n/a,Mass Customer,N,Yes,9 
1278,Betsy,Schruurs,Female,14,1998-11-15,22,Pharmacist,Health,Affluent Customer,N,No,2 
1279,Burr,Lygoe,Male,30,1962-08-12,58,Staff Accountant I,Financial Services,Mass Customer,N,No,20 
1280,Horacio,Peyntue,Male,71,1978-01-24,42,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,15 
1281,Leighton,Zisneros,Male,29,1968-07-07,52,Administrative Assistant III,Manufacturing,Affluent Customer,N,Yes,16 
1282,Garald,Pidler,Male,99,1980-11-15,40,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14 
1283,Tory,Minnette,Female,43,1994-08-23,26,Clinical Specialist,Health,Mass Customer,N,No,1 
1284,Alexis,Aronov,Male,30,1976-01-28,44,Junior Executive,Entertainment,Affluent Customer,N,No,11 
1285,Tomkin,Fudge,Male,44,1973-05-23,47,Office Assistant III,Manufacturing,Mass Customer,N,Yes,12 
1286,Mina,Clawley,Female,83,1975-06-28,45,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,16 
1287,Nicko,Saddleton,Male,72,1960-10-23,60,Systems Administrator I,Financial Services,Mass Customer,N,Yes,20 
1288,Abra,Cuardall,Female,51,1979-10-07,41,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,18 
1290,Vassily,Ramalho,Male,49,1967-08-08,53,VP Marketing,Financial Services,High Net Worth,N,Yes,6 
1291,Warner,Zuker,Male,0,1980-08-16,40,Quality Engineer,Health,Mass Customer,N,No,12 
1293,Vidovic,Fretson,Male,89,1980-10-07,40,Quality Engineer,IT,Mass Customer,N,No,8 
1295,Irving,Murton,Male,66,1997-01-25,23,Nurse,Argiculture,Mass Customer,N,Yes,5 
1296,Essy,Vondrak,Female,61,1989-03-11,31,Paralegal,Financial Services,Affluent Customer,N,Yes,9 
1297,Shay,Gimbart,Male,91,1981-02-12,39,Social Worker,Health,Mass Customer,N,No,3 
1298,Guglielmo,Yele,Male,35,1974-04-06,46,Research Nurse,Health,Mass Customer,N,No,16 
1299,Maddy,Aiskovitch,Female,72,1977-01-17,43,Media Manager IV,n/a,Affluent Customer,N,No,12 
1300,Sisely,Strelitzer,Female,0,1991-03-10,29,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,9 
1302,Ericka,Eggers,Female,29,1998-05-03,22,Biostatistician I,Financial Services,Affluent Customer,N,Yes,2 
1304,Emmy,Lumbly,Male,23,1977-11-16,43,Administrative Assistant III,n/a,High Net Worth,N,No,11 
1305,Averil,Gentiry,Male,97,1970-03-01,50,Executive Secretary,Financial Services,High Net Worth,N,Yes,6 
1306,Doyle,Oleksinski,Male,13,1956-04-12,64,Occupational Therapist,Health,Affluent Customer,N,Yes,13 
1307,Emlyn,Musgrave,Female,73,1970-09-06,50,Dental Hygienist,Health,High Net Worth,N,Yes,10 
1308,Andrey,Conre,Male,34,1976-08-27,44,Analog Circuit Design manager,n/a,Affluent Customer,N,Yes,18 
1309,Adlai,Fabry,Male,95,1977-03-22,43,VP Marketing,n/a,Mass Customer,N,No,13 
1310,Keane,Leebeter,Male,38,1986-12-20,34,Geological Engineer,Manufacturing,High Net Worth,N,Yes,13 
1311,Sharona,Cunah,Female,89,1984-10-06,36,VP Accounting,Financial Services,Mass Customer,N,Yes,13 
1312,Magda,Baugh,Female,96,1994-07-16,26,Food Chemist,Health,Affluent Customer,N,No,8 
1313,Hughie,Laboune,Male,59,1986-02-09,34,Analyst Programmer,Property,Mass Customer,N,No,22 
1314,De,Eilhart,Female,25,1970-02-23,50,Clinical Specialist,Health,Mass Customer,N,Yes,6 
1316,Steven,Castellaccio,Male,79,1990-03-06,30,Recruiter,Retail,High Net Worth,N,Yes,18 
1317,Barrett,Lindley,Male,2,1973-01-18,47,General Manager,Retail,Mass Customer,N,Yes,5 
1318,Barbe,Assender,Female,10,1966-08-17,54,Senior Developer,Financial Services,Mass Customer,N,Yes,4 
1321,Bree,Domenge,Female,29,1994-07-05,26,Editor,Argiculture,Affluent Customer,N,No,8 
1322,Kathye,Christie,Female,37,2001-10-16,19,Data Coordiator,Financial Services,Mass Customer,N,Yes,1 
1323,Kristofor,Mockes,Male,27,1988-04-04,32,Account Executive,n/a,High Net Worth,N,Yes,9 
1324,Randie,Arnowitz,Female,88,1978-02-22,42,Web Designer III,Manufacturing,Mass Customer,N,No,11 
1325,Ty,Belliard,Male,67,1968-08-25,52,Account Executive,Argiculture,High Net Worth,N,Yes,14 
1326,Goddard,Tinn,Male,15,1966-02-23,54,Biostatistician III,Health,Affluent Customer,N,Yes,5 
1327,Sarita,Khosa,Female,57,1995-11-25,25,Director of Sales,Property,Affluent Customer,N,No,6 
1328,Stavro,Gargett,Male,19,1981-09-02,39,Budget/Accounting Analyst IV,IT,Mass Customer,N,Yes,6 
1329,Wendy,Randlesome,Female,65,1989-07-15,31,Database Administrator IV,n/a,Mass Customer,N,No,11 
1330,Gery,Headrick,Male,20,1985-08-02,35,Technical Writer,n/a,Affluent Customer,N,No,19 
1331,Edward,Hawkwood,Male,12,1987-03-24,33,Tax Accountant,Telecommunications,High Net Worth,N,No,17 
1332,Garek,De la Barre,Male,87,1978-05-01,42,Technical Writer,n/a,Mass Customer,N,Yes,12 
1333,Phillipp,McMonnies,Male,4,1973-08-23,47,Compensation Analyst,Financial Services,High Net Worth,N,No,9 
1334,Cicily,Jenks,Female,72,1998-10-23,22,Senior Financial Analyst,Financial Services,Mass Customer,N,No,4 
1336,Moise,Inde,Male,83,1989-03-13,31,Physical Therapy Assistant,n/a,Mass Customer,N,Yes,15 
1337,Damara,Wheatland,Female,15,1988-03-08,32,Structural Engineer,Health,Mass Customer,N,No,10 
1338,Giuseppe,Tezure,Male,53,1980-11-24,40,Product Engineer,n/a,High Net Worth,N,No,14 
1339,Mariam,Guiel,Female,82,1978-12-09,42,Editor,IT,High Net Worth,N,No,14 
1340,Crawford,Dreini,Male,16,1977-11-05,43,Statistician I,n/a,High Net Worth,N,No,18 
1341,Parry,Rigolle,Male,65,1986-05-18,34,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15 
1343,Creight,Deery,Male,67,1979-12-10,41,Dental Hygienist,Health,High Net Worth,N,No,5 
1344,Renelle,Tutin,Female,20,1995-11-02,25,Tax Accountant,Manufacturing,Mass Customer,N,No,4 
1345,Jeth,Marien,Male,94,1960-09-11,60,Senior Sales Associate,Manufacturing,Mass Customer,N,No,12 
1346,Woody,Dowthwaite,Male,9,1970-06-19,50,Administrative Assistant IV,Telecommunications,Mass Customer,N,No,19 
1347,Leisha,Signoret,Female,14,1977-12-16,43,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,14 
1348,Lowe,Hinckes,Male,88,1984-04-10,36,VP Sales,n/a,High Net Worth,N,No,13 
1349,Curran,Gush,Male,83,1997-05-07,23,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1 
1350,Bing,Vicar,Male,10,1957-09-30,63,Staff Scientist,Retail,Mass Customer,N,Yes,8 
1352,Jerald,Lesly,Male,53,1954-12-28,66,Electrical Engineer,Manufacturing,High Net Worth,N,No,18 
1353,Phebe,Dockwra,Female,1,1980-03-31,40,Clinical Specialist,Health,Mass Customer,N,Yes,11 
1354,Karee,Hyman,Female,0,2000-10-15,20,Analyst Programmer,Financial Services,Affluent Customer,N,No,2 
1355,Isador,Hallitt,Male,37,2001-04-04,19,VP Quality Control,Property,Mass Customer,N,No,1 
1356,Ofella,Walbrook,Female,12,1981-02-24,39,Account Representative I,n/a,High Net Worth,N,No,13 
1357,Waylin,Eassom,Male,69,1993-05-14,27,Research Nurse,Health,High Net Worth,N,No,6 
1358,Gerome,Whittock,Male,8,1994-04-11,26,Dental Hygienist,Health,High Net Worth,N,No,6 
1359,Estrella,Carwithen,Female,54,1993-02-24,27,Help Desk Technician,Retail,Mass Customer,N,No,6 
1360,Maurice,Blas,Male,41,1970-07-04,50,Design Engineer,Manufacturing,Mass Customer,N,Yes,15 
1361,Gradeigh,Saltmarshe,Male,56,1964-12-12,56,Professor,Manufacturing,Affluent Customer,N,No,19 
1362,Giuditta,Dearlove,Female,20,1973-02-20,47,Account Executive,Manufacturing,Affluent Customer,N,Yes,15 
1363,Boniface,Kivelhan,Male,7,1961-10-16,59,Associate Professor,Financial Services,Mass Customer,N,No,18 
1364,Selby,Cabbell,Male,99,1978-04-20,42,Junior Executive,Manufacturing,Mass Customer,N,No,21 
1365,Shurlocke,Pirie,Male,97,1992-04-19,28,Research Associate,Health,Mass Customer,N,No,3 
1366,Zacharia,Rigler,Male,10,1974-06-30,46,Computer Systems Analyst IV,Retail,Affluent Customer,N,No,22 
1367,Fredrika,Danielkiewicz,Female,63,1973-06-29,47,Internal Auditor,Retail,Mass Customer,N,No,18 
1369,Ilka,Allabush,Female,51,1994-05-08,26,Civil Engineer,Manufacturing,Mass Customer,N,Yes,6 
1370,Chastity,Martinat,Female,44,1986-10-23,34,Computer Systems Analyst IV,Property,Mass Customer,N,No,18 
1371,Aretha,Joscelyn,Female,39,1959-08-02,61,Design Engineer,Retail,Mass Customer,N,Yes,13 
1372,Rockie,Wheldon,Male,44,1980-07-02,40,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,No,17 
1373,Shaylynn,Epsley,Female,3,1958-09-23,62,Director of Sales,Financial Services,Mass Customer,N,Yes,12 
1375,Archie,Van den Hof,Male,36,1978-12-07,42,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,18 
1377,Giacomo,Roseburgh,Male,86,1989-05-11,31,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,2 
1379,Lou,Drews,Female,63,1989-06-16,31,Legal Assistant,Financial Services,Mass Customer,N,Yes,7 
1380,Lavina,Clavey,Female,99,1998-09-30,22,Financial Analyst,Financial Services,Mass Customer,N,No,3 
1381,Ellary,Ramsey,Male,79,1985-03-11,35,Engineer IV,Manufacturing,Affluent Customer,N,Yes,15 
1382,Lucio,Reame,Male,27,1989-10-23,31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,20 
1383,Coriss,Casarino,Female,81,1957-10-29,63,Software Consultant,IT,Affluent Customer,N,No,8 
1384,Marcile,Carren,Female,48,1998-09-09,22,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2 
1385,Melesa,Priddy,Female,39,1957-08-17,63,Cost Accountant,Financial Services,Mass Customer,N,No,16 
1386,Mufinella,Kalvin,Female,71,1967-06-12,53,Help Desk Technician,Retail,Mass Customer,N,Yes,12 
